id,hangul,hanja,mr,romaji,line,lon,lat,e1930,e1942,prov,note
hn_019,임곡,林谷,Imgok,Rinkoku,호남선,126.74380,35.21860,1,1,Zenranan-dō,
hn_020,송정리,松汀里,Songjŏngni,Shōchōri,호남선 / 경전선,126.79060,35.13810,1,1,Zenranan-dō,
hn_021,나주,羅州,Naju,Rashū,호남선,126.72650,35.02760,1,1,Zenranan-dō,
hn_022,영산포,栄山浦,Yŏngsanp'o,Eisanho,호남선,126.70620,35.00490,1,1,Zenranan-dō,
hn_023,다시,多侍,Tasi,Taji,호남선,126.64100,35.01670,1,1,Zenranan-dō,
hn_024,고막원,古幕院,Komagwŏn,Komakuin,호남선,126.59110,35.03110,1,1,Zenranan-dō,
hn_025,학교,鶴橋,Hakkyo,Kakukyō,호남선,126.53510,35.01480,1,1,Zenranan-dō,
hn_026,몽탄,夢灘,Mongt'an,Munan,호남선,126.50420,34.92950,1,1,Zenranan-dō,
hn_027,명산,明山,Myŏngsan,Meizan,호남선,126.52380,34.89730,1,1,Zenranan-dō,
hn_028,삼향,三鄕,Samhyang,Sankyō,호남선,126.49550,34.84930,1,1,Zenranan-dō,
hn_029,임성리,任城里,Imsŏngni,Ninjōri,호남선,126.43430,34.82020,1,1,Zenranan-dō,
hn_030,목포,木浦,Mokp'o,Moppo,호남선,126.38720,34.79100,1,1,Zenranan-dō,
hrt_002,영수,永綏,Yŏngsu,Yōsui,회령탄광선,129.69810,42.42390,1,1,,
hrt_003,봉의,鳳儀,Pongŭi,Hōgi,회령탄광선,129.66280,42.42990,1,1,,
hrt_004,유선,遊仙,Yusŏn,Yūsen,회령탄광선,129.65520,42.41850,1,1,,
hrt_005,계림,鶏林,Kyerim,Keirin,회령탄광선,129.64310,42.41770,1,1,,
hs_002,남석,南夕,Namsŏk,Nanseki,혜산선,129.27380,41.02760,,1,Kankyōhoku-dō,
hs_003,재덕,載德,Chaedŏk,Saitoku,혜산선,129.16880,41.12720,,1,Kankyōhoku-dō,
hs_004,성덕,城德,Sŏngdŏk,Jōtoku,혜산선,129.04460,41.14440,,1,Kankyōhoku-dō,
hs_005,양곡,暘谷,Yanggok,Yōkoku,혜산선,128.93960,41.17660,,1,Kankyōhoku-dō,
hs_006,합수,合水,Hapsu,Gōsui,혜산선,128.87220,41.21140,,1,Kankyōhoku-dō,
hs_008,영하,嶺下,Yŏngha,Reika,혜산선,128.70990,41.26870,,1,Kankyōhoku-dō,
hs_009,남중,南中,Namjung,Nanchū,혜산선,128.60770,41.28660,,1,Kankyōnan-dō,
hs_010,생장,生長,Saengjang,Seichō,혜산선,128.55740,41.28420,,1,Kankyōnan-dō,
hs_011,봉두리,鳳頭里,Pongduri,Hōtōri,혜산선,128.51990,41.30050,,1,Kankyōnan-dō,
hs_012,심포리,深浦里,Simp'ori,Shinpori,혜산선,128.37520,41.37550,,1,Kankyōnan-dō,
hs_013,대오천,大五川,Taeoch'ŏn,Taigosen,혜산선,128.35710,41.41720,,1,Kankyōnan-dō,
hs_014,위연,渭淵靑年,Wiyŏn,Ienseinen,혜산선,128.26350,41.42230,,1,Kankyōnan-dō,
hs_015,혜산진,惠山鎭,Hyesanjin,Keisanchin,혜산선,128.19570,41.40760,,1,,
jh_001,창원,昌原,Ch'angwŏn,Shōgen,진해선 / 경전남부선,128.60580,35.25710,1,1,Keishōnan-dō,
jh_002,상남,上南,Sangnam,Jōnan,진해선,128.68700,35.22220,1,1,Keishōnan-dō,
jh_003,성주사,聖住寺,Sŏngjusa,Seijūji,진해선,128.69950,35.18210,1,1,Keishōnan-dō,
jh_004,경화,慶和,Kyŏnghwa,Keiwa,진해선,128.68670,35.15930,1,1,Keishōnan-dō,
jh_005,진해,鎮海,Chinhae,Chinkai,진해선,128.66370,35.15340,1,1,Keishōnan-dō,
jj_002,서함흥,西咸興,Sŏhamhŭng,Nishi-Kankō,장진선,127.52150,39.90800,1,1,Kankyōnan-dō,
jj_003,흥상,興祥,Hŭngsang,Kōshō,장진선,127.51370,39.94370,1,1,Kankyōnan-dō,
jj_004,부민,富民,Pumin,Fumin,장진선,127.50830,39.96710,1,1,Kankyōnan-dō,
jj_005,장흥,長興,Changhŭng,Chōkō,장진선,127.50270,39.98020,1,1,Kankyōnan-dō,
jj_006,오로,五老,Oro,Gorō,장진선 / 송흥선,127.46450,40.01670,1,1,Kankyōnan-dō,
jj_007,동양,東陽,Tongyang,Tōyō,장진선,127.41670,40.04210,1,1,Kankyōnan-dō,
jj_008,송당,松堂,Songdang,Shōdō,장진선,127.38050,40.06140,1,1,Kankyōnan-dō,
jj_009,동정,東井,Tongjŏng,Tōsei,장진선,127.35900,40.07320,1,1,Kankyōnan-dō,
jj_010,상통,上通,Sangt'ong,Jōtsū,장진선,127.35300,40.09080,1,1,Kankyōnan-dō,
jj_011,용수,龍水,Yongsu,Ryūsui,장진선,127.33650,40.12450,,1,Kankyōnan-dō,
jj_012,하기천,下岐川,Hagich'ŏn,Kagisen,장진선,127.32450,40.16840,,1,Kankyōnan-dō,
jj_013,삼거,三巨,Samgŏ,Sankyo,장진선,127.30010,40.17660,,1,Kankyōnan-dō,
jj_014,보장,堡庄,Pojang,Hoshō,장진선,127.29200,40.21640,,1,Kankyōnan-dō,
jj_015,황초령분실,黃草嶺分室,Hwangch'oryŏngbunsil,Kōsōreibunshitsu,장진선,127.31490,40.23870,,1,Kankyōnan-dō,
jj_016,황초령,黄草嶺,Hwangch'oryŏng,Kōsōrei,장진선,127.31380,40.26080,,1,Kankyōnan-dō,
jj_017,고토,古土,Kot'o,Kodo,장진선,127.30150,40.28420,,1,Kankyōnan-dō,
jj_018,상평,上坪,Sangp'yŏng,Jōhei,장진선,127.27720,40.34300,,1,Kankyōnan-dō,
jj_019,하갈,下碣,Hagal,Kekatsu,장진선,127.25760,40.40010,,1,Kankyōnan-dō,
jj_020,사수,泗水,Sasu,Shisui,장진선,127.27000,40.43400,,1,Kankyōnan-dō,
jr_001,여수항,麗水港,Yŏsuhang,Reisuikō,전라선,127.75650,34.74290,1,1,,
jr_002,여수,麗水,Yŏsu,Reisui,전라선,127.74750,34.74740,1,1,Zenranan-dō,
jr_003,만성,万聖,Mansŏng,Mansei,전라선,127.74630,34.77310,1,1,,
jr_004,미평,美坪,Mip'yŏng,Mihyō,전라선,127.70610,34.76640,1,1,Zenranan-dō,
jr_005,쌍봉,雙鳳,Ssangbong,Sōhō,전라선,127.65870,34.76850,1,1,,
jr_006,덕양,徳陽,Tŏgyang,Tokuyō,전라선,127.63530,34.79860,1,1,,
jr_007,신풍,新豊,Sinp'ung,Shinhō,전라선,127.61470,34.83500,1,1,,
jr_008,율촌,栗村,Yulch'on,Risson,전라선,127.58100,34.87710,1,1,Zenranan-dō,
jr_009,성산,星山,Sŏngsan,Seisan,전라선,127.54740,34.92150,1,1,Zenranan-dō,
jr_010,순천,順天,Sunch'ŏn,Junten,전라선 / 경전선,127.51500,34.94250,1,1,Zenranan-dō,
jr_011,동순천,東順天,Tongsunch'ŏn,Tōjunten,전라선,127.49240,34.95380,1,1,Zenranan-dō,
jr_012,학구,鶴口,Hakku,Kakukō,전라선,127.45110,35.02420,,1,Zenranan-dō,
jr_013,괴목,槐木,Koemok,Kaimoku,전라선,127.42360,35.09130,,1,Zenranan-dō,
jr_014,구례구,求礼口,Kuryegu,Ureijichi,전라선,127.45540,35.16100,,1,Zenranan-dō,
jr_015,압록,鴨緑,Amnok,Ōryoku,전라선,127.37420,35.19530,,1,Zenranan-dō,
jr_016,침곡,寢谷,Ch'imgok,Shinkoku,전라선,127.35050,35.25860,,1,Zenrahoku-dō,
jr_017,곡성,谷城,Koksŏng,Kokujō,전라선,127.30960,35.27730,,1,Zenrahoku-dō,
jr_018,금지,金池,Kŭmji,Kinchi,전라선,127.28980,35.32840,,1,Zenrahoku-dō,
jr_019,주생,周生,Chusaeng,Shūsei,전라선,127.32230,35.38010,,1,Zenrahoku-dō,
jr_020,남원,南原,Namwŏn,Nangen,전라선,127.38480,35.41600,,1,Zenrahoku-dō,
jr_021,산성,山城,Sansŏng,Sanjō,전라선,127.35890,35.44370,,1,Zenrahoku-dō,
jr_022,서도,書道,Sŏdo,Shodō,전라선,127.33530,35.48650,,1,Zenrahoku-dō,
jr_023,오수,獒樹,Osu,Gōju,전라선,127.32740,35.54450,,1,Zenrahoku-dō,
jr_024,오류,五柳,Oryu,Goryū,전라선,127.32020,35.60100,,1,Zenrahoku-dō,
jr_025,임실,任實,Imsil,Ninjitsu,전라선,127.28210,35.63720,,1,Zenrahoku-dō,
jr_026,관촌,館村,Kwanch'on,Kanson,전라선,127.27500,35.66450,,1,Zenrahoku-dō,
jr_027,남관,南關,Namgwan,Nankan,전라선,127.23010,35.72600,,1,Zenrahoku-dō,
jr_028,신리,新里,Silli,Shinri,전라선,127.21080,35.76850,,1,Zenrahoku-dō,
jr_029,전주,全州,Chŏnju,Zenshū,전라선,127.14890,35.82480,1,1,Zenrahoku-dō,
jr_030,덕진,徳津,Tŏkchin,Tokushi,전라선,127.12230,35.84640,1,1,Zenrahoku-dō,
jr_031,동산,東山,Tongsan,Tōzan,전라선,127.08330,35.87710,1,1,Zenrahoku-dō,
jr_032,삼례,参礼,Samnye,Sanrei,전라선,127.06380,35.90720,1,1,Zenrahoku-dō,
jr_033,대장,大場,Taejang,Ōba,전라선,127.00470,35.90410,1,1,Zenrahoku-dō,
jr_034,구이리,舊裡里,Kuiri,Kyūriri,전라선,126.96140,35.92760,1,1,Zenrahoku-dō,
kc_001,성동,城東,Sŏngdong,Jōtō,경춘선,127.03570,37.57770,,1,Keiki-dō,
kc_002,연촌,硯村,Yŏnch'on,Genson,경춘선 / 경원선,127.05950,37.63070,1,1,Keiki-dō,
kc_003,퇴계원,退渓院,T'oegyewŏn,Taikeiin,경춘선,127.14370,37.64830,,1,Keiki-dō,
kc_004,금곡리,金谷里,Kŭmgongni,Kinkokuri,경춘선,127.20180,37.63350,,1,Keiki-dō,
kc_005,마석,磨石,Masŏk,Maseki,경춘선,127.31190,37.65240,,1,Keiki-dō,
kc_006,청평,清平,Ch'ŏngp'yŏng,Seihei,경춘선,127.42270,37.73710,,1,Keiki-dō,
kc_007,가평,加平,Kap'yŏng,Kahei,경춘선,127.51290,37.82320,,1,Keiki-dō,
kc_008,춘천,春川,Ch'unch'ŏn,Shunsen,경춘선,127.71770,37.88490,,1,Kōgen-dō,
ke_001,경성,京城,Kyŏngsŏng,Keijō,경의선 / 경인선 / 경부선 / 경원선,126.97110,37.55520,1,1,Keiki-dō,
ke_002,신촌,新村,Sinch'on,Shinson,경의선,126.94300,37.56040,1,1,Keiki-dō,
ke_003,수색,水色,Susaek,Suishoku,경의선,126.88020,37.59330,1,1,Keiki-dō,
ke_004,능곡,陵谷,Nŭnggok,Ryōkoku,경의선,126.81940,37.61980,1,1,Keiki-dō,
ke_005,일산,一山,Ilsan,Issan,경의선,126.76850,37.68240,1,1,Keiki-dō,
ke_006,금촌,金村,Kŭmch'on,Kinson,경의선,126.77390,37.76580,1,1,Keiki-dō,
ke_007,문산,汶山,Munsan,Bunzan,경의선,126.78740,37.85460,1,1,Keiki-dō,
ke_008,임진강,臨津江,Imjin'gang,Rinshinkō,경의선,126.74560,37.88880,1,1,Keiki-dō,
ke_009,장단,長湍,Changdan,Chōtan,경의선,126.68810,37.90480,1,1,Keiki-dō,
ke_010,봉동,鳳東,Pongdong,Hōtō,경의선,126.62250,37.94660,1,1,Keiki-dō,
ke_011,개성,開城,Kaesŏng,Kaijō,경의선,126.54130,37.96870,1,1,Keiki-dō,
ke_012,토성,土城,T'osŏng,Dojō,경의선 / 토해선,126.45780,37.95280,1,1,Keiki-dō,
ke_013,여현,礪峴,Yŏhyŏn,Reiken,경의선,126.43890,38.00790,1,1,Kōkai-dō,
ke_014,계정,鶏井,Kyejŏng,Keisei,경의선,126.45380,38.06720,1,1,Kōkai-dō,
ke_015,금교,金郊,Kŭmgyo,Kinkō,경의선,126.47510,38.16370,1,1,Kōkai-dō,
ke_016,한포,汗浦,Hanp'o,Kanpo,경의선,126.45300,38.22700,1,1,Kōkai-dō,
ke_017,평산,平山,P'yŏngsan,Heizan,경의선,126.43150,38.26060,1,1,Kōkai-dō,
ke_018,남천,南川,Namch'ŏn,Nansen,경의선,126.39590,38.33190,1,1,Kōkai-dō,
ke_019,물개,物開,Mulgae,Bukkai,경의선,126.32350,38.37490,1,1,Kōkai-dō,
ke_020,신막,新幕,Sinmak,Shinbaku,경의선,126.22720,38.41870,1,1,Kōkai-dō,
ke_021,서흥,瑞興,Sŏhŭng,Zuikō,경의선,126.17190,38.42330,1,1,Kōkai-dō,
ke_022,흥수,興水,Hŭngsu,Kōsui,경의선,126.02510,38.45990,1,1,Kōkai-dō,
ke_023,청계,清溪,Ch'ŏnggye,Seikei,경의선,125.93760,38.46320,1,1,Kōkai-dō,
ke_024,마동,馬洞,Madong,Badō,경의선,125.86150,38.46800,1,1,Kōkai-dō,
ke_025,신봉산,新鳳山,Sinbongsan,Shinpōzan,경의선,125.81470,38.49370,1,1,Kōkai-dō,
ke_026,사리원,沙里院,Sariwŏn,Shariin,경의선,125.76310,38.50440,1,1,Kōkai-dō,
ke_027,계동,桂東,Kyedong,Keitō,경의선,125.71850,38.55970,1,1,Kōkai-dō,
ke_028,심촌,沈村,Simch'on,Chinson,경의선,125.72670,38.61090,1,1,Kōkai-dō,
ke_030,흑교,黒橋,Hŭkkyo,Kokkyō,경의선,125.79050,38.79980,1,1,Heiannan-dō,
ke_031,중화,中和,Chunghwa,Chūwa,경의선,125.78790,38.85800,1,1,Heiannan-dō,
ke_032,역포,力浦,Yŏkp'o,Ryokuho,경의선,125.77700,38.91840,1,1,Heiannan-dō,
ke_033,대동강,大同江,Taedonggang,Daidōkō,경의선 / 평양탄광선,125.75530,38.98430,1,1,Heiannan-dō,
ke_034,평양,平壤,P'yŏngyang,Heijō,경의선 / 만포선 / 평남선 / 평양탄광선,125.73580,39.00460,1,1,Heiannan-dō,
ke_036,서포,西浦,Sŏp'o,Seiho,경의선 / 만포선,125.73530,39.09150,1,1,Heiannan-dō,
ke_037,간리,間里,Kalli,Kanri,경의선,125.70140,39.13920,1,1,Heiannan-dō,
ke_038,순안,順安,Sunan,Jun'an,경의선,125.68310,39.19630,1,1,Heiannan-dō,
ke_039,석암,石巌,Sŏgam,Sekigan,경의선,125.68440,39.26140,1,1,Heiannan-dō,
ke_040,어파,漁波,Ŏp'a,Gyoha,경의선,125.64970,39.32740,1,1,Heiannan-dō,
ke_041,숙천,粛川,Sukch'ŏn,Shukusen,경의선,125.61800,39.41110,1,1,Heiannan-dō,
ke_042,만성,万城,Mansŏng,Banjō,경의선,125.59060,39.49670,1,1,Heiannan-dō,
ke_043,대교,大橋,Taegyo,Taikyō,경의선,125.57370,39.55800,1,1,Heiannan-dō,
ke_045,맹중리,孟中里,Maengjungni,Mōchūri,경의선 / 박천선,125.59700,39.64810,1,1,Heianhoku-dō,
ke_046,영미,嶺美,Yŏngmi,Reibi,경의선,125.51790,39.66100,1,1,Heianhoku-dō,
ke_047,운전,雲田,Unjŏn,Unden,경의선,125.40170,39.60090,1,1,Heianhoku-dō,
ke_048,고읍,古邑,Koŭp,Koyū,경의선,125.30790,39.60650,1,1,Heianhoku-dō,
ke_049,정주,定州,Chŏngju,Teishū,경의선 / 평북선,125.21420,39.68670,1,1,Heianhoku-dō,
ke_050,하단,下端,Hadan,Katan,경의선,125.15580,39.67570,1,1,Heianhoku-dō,
ke_051,곽산,郭山,Kwaksan,Kakuzan,경의선,125.07750,39.68440,1,1,Heianhoku-dō,
ke_052,노하,路下,Noha,Roka,경의선,124.98450,39.73650,1,1,Heianhoku-dō,
ke_053,선천,宣川,Sŏnch'ŏn,Sensen,경의선,124.91890,39.79860,1,1,Heianhoku-dō,
ke_054,동림,東林,Tongnim,Tōrin,경의선,124.85060,39.82140,1,1,Heianhoku-dō,
ke_055,차련관,車輦館,Ch'aryŏn'gwan,Sharenkan,경의선,124.71420,39.85570,1,1,Heianhoku-dō,
ke_056,남시,南市,Namsi,Nanshi,경의선,124.60290,39.89530,1,1,Heianhoku-dō,
ke_057,양책,良策,Yangch'aek,Ryōsaku,경의선,124.64870,39.95510,1,1,Heianhoku-dō,
ke_058,비현,枇峴,Pihyŏn,Hiken,경의선,124.61030,40.01370,1,1,Heianhoku-dō,
ke_059,백마,白馬,Paengma,Hakuba,경의선,124.56020,40.07410,1,1,Heianhoku-dō,
ke_060,석하,石下,Sŏkha,Sekka,경의선,124.45230,40.06020,1,1,Heianhoku-dō,
ke_061,남신의주,南新義州,Namsinŭiju,Minami-Shingishū,경의선,124.40160,40.10700,1,1,Heianhoku-dō,
ke_062,신의주,新義州,Sinŭiju,Shingishū,경의선,124.37990,40.12300,1,1,,
ke경인_002,용산,龍山,Yongsan,Ryūzan,경인선 / 경부선 / 경원선,126.96430,37.52970,1,1,Keiki-dō,
ke경인_003,노량진,鷺梁津,Noryangjin,Roryōshin,경인선 / 경부선,126.94050,37.51410,1,1,Keiki-dō,
ke경인_004,영등포,永登浦,Yŏngdŭngp'o,Eitōho,경인선,126.90750,37.51570,1,1,Keiki-dō,
ke경인_005,오류동,梧柳洞,Oryudong,Goryūdō,경인선,126.84350,37.49480,1,1,Keiki-dō,
ke경인_006,소사,素砂,Sosa,Sosa,경인선,126.78280,37.48380,1,1,Keiki-dō,
ke경인_007,부평,富平,Pup'yŏng,Fuhei,경인선,126.72420,37.48980,1,1,Keiki-dō,
ke경인_008,주안,朱安,Chuan,Shuan,경인선,126.67910,37.46530,1,1,Keiki-dō,
ke경인_009,상인천,上仁川,Sanginch'ŏn,Jōjinsen,경인선,126.63560,37.47270,1,1,Keiki-dō,
ke경인_010,인천항,仁川港,Inch'ŏnhang,Jinsenkō,경인선 / 수인선,126.62860,37.46480,1,1,Keiki-dō,
kj_001,전남광주,全南光州,Chŏnnamgwangju,Zen'nan Kōshū,광주선 / 경전선,126.90860,35.15860,1,1,Zenranan-dō,
kj_002,망월,望月,Mangwŏl,Bōgetsu,광주선,126.94640,35.21510,1,1,Zenranan-dō,
kj_003,장산,長山,Changsan,Chōzan,광주선,126.95680,35.24620,1,1,Zenranan-dō,
kj_004,마항,馬項,Mahang,Bakō,광주선,126.95840,35.28000,1,1,Zenranan-dō,
kj_005,담양,潭陽,Tamyang,Tan'yō,광주선,126.98260,35.31340,1,1,Zenranan-dō,
kjn_001,삼랑진,三浪津,Samnangjin,Sanrōshin,경전남부선 / 경부선,128.84340,35.39900,1,1,Keishōnan-dō,
kjn_002,낙동강,洛東江,Naktonggang,Rakutōkō,경전남부선,128.82750,35.38750,1,1,Keishōnan-dō,
kjn_003,유림정,翰林亭,Yurimjŏng,Kanrintei,경전남부선,128.80190,35.31760,1,1,Keishōnan-dō,
kjn_004,진영,進永,Chinyŏng,Shin'ei,경전남부선,128.73180,35.30380,1,1,Keishōnan-dō,
kjn_005,덕산,徳山,Tŏksan,Tokusan,경전남부선,128.69610,35.28540,1,1,Keishōnan-dō,
kjn_007,구창원,舊昌原,Kuch'angwŏn,Kyūshōgen,경전남부선,128.57750,35.23260,1,1,Keishōnan-dō,
kjn_008,마산,馬山,Masan,Masan,경전남부선,128.56320,35.18920,1,1,Keishōnan-dō,
kjn_009,북마산,北馬山,Pungmasan,Hokubasan,경전남부선,128.57020,35.20880,1,1,Keishōnan-dō,
kjn_010,중리,中里,Chungni,Chūri,경전남부선,128.51740,35.25070,1,1,Keishōnan-dō,
kjn_011,산인,山仁,Sanin,Sanjin,경전남부선,128.45560,35.27090,1,1,Keishōnan-dō,
kjn_012,함북,咸安,Hambuk,Kan'an,경전남부선,128.40980,35.27690,1,1,Keishōnan-dō,
kjn_013,군북,郡北,Kunbuk,Gunhoku,경전남부선,128.34540,35.25840,1,1,Keishōnan-dō,
kjn_014,원북,院北,Wŏnbuk,Inhoku,경전남부선,128.32620,35.23210,1,1,Keishōnan-dō,
kjn_015,평촌,坪村,P'yŏngch'on,Heison,경전남부선,128.32830,35.18350,1,1,Keishōnan-dō,
kjn_016,반송,班城,Pansong,Hanjō,경전남부선,128.27150,35.17260,1,1,Keishōnan-dō,
kjn_017,이천,晉城,Ich'ŏn,Shinjō,경전남부선,128.22620,35.15470,1,1,Keishōnan-dō,
kjn_018,갈촌,葛村,Kalch'on,Kasson,경전남부선,128.21670,35.14500,1,1,Keishōnan-dō,
kjn_019,남문산,南文山,Nammunsan,Nanbunzan,경전남부선,128.16790,35.16820,1,1,Keishōnan-dō,
kjn_020,개양,開陽,Kaeyang,Kaiyō,경전남부선,128.11900,35.15280,1,1,Keishōnan-dō,
kjn_021,진주,晉州,Chinju,Shinshū,경전남부선,128.08830,35.17860,1,1,Keishōnan-dō,
kjs_002,수덕,水徳,Sudŏk,Suitoku,경전선,127.46740,34.88510,1,1,Zenranan-dō,
kjs_003,원창,元倉,Wŏnch'ang,Gensō,경전선,127.45150,34.86100,1,1,Zenranan-dō,
kjs_004,구룡,九龍,Kuryong,Kyūryū,경전선,127.42270,34.84130,1,1,Zenranan-dō,
kjs_005,벌교,筏橋,Pŏlgyo,Hakkyō,경전선,127.34960,34.84120,1,1,Zenranan-dō,
kjs_006,조성리,鳥城里,Chosŏngni,Chōjōri,경전선,127.25150,34.80600,1,1,Zenranan-dō,
kjs_007,예당,礼堂,Yedang,Reigō,경전선,127.20340,34.77580,1,1,Zenranan-dō,
kjs_008,득량,得粮,Tŭngnyang,Tokuryō,경전선,127.17610,34.76140,1,1,Zenranan-dō,
kjs_009,보성,宝城,Posŏng,Hōjō,경전선,127.08570,34.76690,1,1,Zenranan-dō,
kjs_010,광곡,広谷,Kwanggok,Kakoku,경전선,127.07820,34.79660,1,1,Zenranan-dō,
kjs_011,명봉,鳴鳳,Myŏngbong,Meihō,경전선,127.08270,34.82760,1,1,Zenranan-dō,
kjs_012,도림,道林,Torim,Dōrin,경전선,127.01610,34.86680,1,1,Zenranan-dō,
kjs_013,이양,梨陽,Iyang,Ryō,경전선,126.99480,34.88800,1,1,Zenranan-dō,
kjs_014,입교,笠橋,Ipkyo,Ryūkyō,경전선,126.99070,34.93190,1,1,Zenranan-dō,
kjs_015,춘양,春陽,Ch'unyang,Shun'yō,경전선,126.96830,34.95110,1,1,Zenranan-dō,
kjs_016,능주,綾州,Nŭngju,Ryōshū,경전선,126.96940,34.98710,1,1,Zenranan-dō,
kjs_017,만수,万水,Mansu,Bansui,경전선,126.95850,35.01360,1,1,Zenranan-dō,
kjs_018,화순,和順,Hwasun,Wajun,경전선,126.96810,35.05120,1,1,Zenranan-dō,
kjs_019,앵남,鸚南,Aengnam,Ōnan,경전선,126.91430,35.05160,1,1,Zenranan-dō,
kjs_020,남평,南平,Namp'yŏng,Nanpei,경전선,126.87630,35.05780,1,1,Zenranan-dō,
kjs_021,효천,孝泉,Hyoch'ŏn,Kōsen,경전선,126.88130,35.09950,1,1,Zenranan-dō,
kjs_022,벽도,碧桃,Pyŏkto,Hekitō,경전선,126.90260,35.11570,1,1,Zenranan-dō,
kjs_023,신광주,新光州,Sin'gwangju,Shinkōshū,경전선,126.90580,35.13350,1,1,Zenranan-dō,
kjs_025,운암,雲巖,Unam,Ungan,경전선,126.87240,35.17330,1,1,Zenranan-dō,
kjs_026,극락강,極楽江,Kŭngnakkang,Gokurakkō,경전선,126.82840,35.17540,1,1,Zenranan-dō,
kkb_001,동경성,東京城,Tonggyŏngsŏng,Tōkyōjō,경경북부선 / 경원선,127.04710,37.57930,1,1,Keiki-dō,
kkb_002,망우,忘憂,Mangu,Bōyū,경경북부선,127.09340,37.59940,,1,Keiki-dō,
kkb_003,도농,陶農,Tonong,Tōnō,경경북부선,127.15760,37.60740,,1,Keiki-dō,
kkb_004,덕소,徳沼,Tŏkso,Tokushō,경경북부선,127.21020,37.58610,,1,Keiki-dō,
kkb_005,팔당,八堂,P'altang,Hachidō,경경북부선,127.24980,37.54430,,1,Keiki-dō,
kkb_006,양수,両水,Yangsu,Ryōsui,경경북부선,127.33070,37.54540,,1,Keiki-dō,
kkb_007,국수,菊秀,Kuksu,Kikushū,경경북부선,127.39830,37.51590,,1,Keiki-dō,
kkb_008,양평,楊平,Yangp'yŏng,Yōhei,경경북부선,127.49200,37.49300,,1,Keiki-dō,
kkb_009,원덕,元徳,Wŏndŏk,Gentoku,경경북부선,127.54520,37.46900,,1,Keiki-dō,
kkb_010,용문,龍門,Yongmun,Ryūmon,경경북부선,127.59380,37.48180,,1,Keiki-dō,
kkb_011,지평,砥平,Chip'yŏng,Shihei,경경북부선,127.63190,37.47470,,1,Keiki-dō,
kkb_012,구둔,九屯,Kudun,Kyūton,경경북부선,127.68890,37.44120,,1,Keiki-dō,
kkb_013,양동,楊東,Yangdong,Yōtō,경경북부선,127.75320,37.42390,,1,Keiki-dō,
kkb_014,양현,艮峴,Yanghyŏn,Konken,경경북부선,127.84040,37.36020,,1,Kōgen-dō,
kkb_015,동화,桐華,Tonghwa,Dōka,경경북부선,127.86000,37.34230,,1,Kōgen-dō,
kkb_016,만종,万鍾,Manjong,Manshō,경경북부선,127.89570,37.35590,,1,Kōgen-dō,
kkb_017,원주,原州,Wŏnju,Genshū,경경북부선,127.94510,37.35760,,1,Kōgen-dō,
kkn_002,율동,栗洞,Yultong,Ritsudō,경경남부선,129.17530,35.81300,1,1,Keishōhoku-dō,
kkn_003,모량,牟梁,Moryang,Bōryō,경경남부선,129.12870,35.82440,1,1,Keishōhoku-dō,
kkn_004,건천,乾川,Kŏnch'ŏn,Kansen,경경남부선,129.09700,35.85460,1,1,Keishōhoku-dō,
kkn_005,아화,阿火,Ahwa,Akuwa,경경남부선,129.05410,35.88940,1,1,Keishōhoku-dō,
kkn_006,임포,林浦,Imp'o,Rinpo,경경남부선,129.01220,35.92050,1,1,Keishōhoku-dō,
kkn_007,영천,永川,Yŏngch'ŏn,Eisen,경경남부선,128.94470,35.95910,1,1,Keishōhoku-dō,
kkn_008,경북화산,慶北花山,Kyŏngbukhwasan,Keihokukasan,경경남부선,128.85680,36.01710,,1,Keishōhoku-dō,
kkn_009,신녕,新寧,Sinnyŏng,Shinnei,경경남부선,128.79320,36.03130,,1,Keishōhoku-dō,
kkn_010,봉림,鳳林,Pongnim,Hōrin,경경남부선,128.72150,36.09230,,1,Keishōhoku-dō,
kkn_011,화본,花本,Hwabon,Kahon,경경남부선,128.69410,36.12420,,1,Keishōhoku-dō,
kkn_012,우보,友保,Ubo,Yūho,경경남부선,128.66810,36.18980,,1,Keishōhoku-dō,
kkn_013,탑리,塔里,T'amni,Tōri,경경남부선,128.68380,36.25830,,1,Keishōhoku-dō,
kkn_014,의성,義城,Ŭisŏng,Gijō,경경남부선,128.69350,36.35250,,1,Keishōhoku-dō,
kkn_015,단촌,丹村,Tanch'on,Tanson,경경남부선,128.67570,36.42040,,1,Keishōhoku-dō,
kkn_016,운산,雲山,Unsan,Unsan,경경남부선,128.65670,36.46430,,1,Keishōhoku-dō,
kkn_017,무릉,武陵,Murŭng,Buryō,경경남부선,128.68640,36.51880,,1,Keishōhoku-dō,
kkn_018,경북안동,慶北安東,Kyŏngbugandong,Keihoku Antō,경경남부선,128.73380,36.56280,,1,Keishōhoku-dō,
kp_004,사상,沙上,Sasang,Sajō,경부선,128.98940,35.16130,1,1,Keishōnan-dō,
kp_005,구포,亀浦,Kup'o,Kihō,경부선,128.99760,35.20600,1,1,Keishōnan-dō,
kp_006,물금,勿禁,Mulgŭm,Fukkin,경부선,128.98210,35.30890,1,1,Keishōnan-dō,
kp_007,원동,院洞,Wŏndong,Indō,경부선,128.92250,35.36180,1,1,Keishōnan-dō,
kp_009,밀양,密陽,Miryang,Mitsuyō,경부선,128.76850,35.47610,1,1,Keishōhoku-dō,
