line,station,table,n_trains,method,spread_m,exp_km,exp_lon,exp_lat,n_cands_3km,candidate,cand_osm_id,cand_dist_to_exp_m,cand_dist_to_line_m,cand_already_placed
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,草房,8073325259,527,2036,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,九棵树,8073325261,651,3088,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,通州西,844821225,866,24,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,果园,8073325262,912,2139,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,八里桥,5442190079,1131,628,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,物资学院路,8073325258,1858,767,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,通运门,13974628840,1919,2573,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,通州北关,8073325257,1978,1320,
國線 錦古線,新通州,p32g_kokusen_kinkosen_kinken_kohokuko.tt,1,古北口~北京,0,940.6,116.44644,39.89926,11,万盛西,6930098570,2375,3850,
國線 大鄭線,蕎家屯,p34a_kokusen_daiteisen_daikozan_teikaton.tt,5,黑山縣~芳山鎭,903,19.9,122.04852,41.74345,0,,,,,
國線 大鄭線,八道壕,p34a_kokusen_daiteisen_daikozan_teikaton.tt,5,黑山縣~芳山鎭,1905,27.9,122.00655,41.80019,0,,,,,
國線 大鄭線,十家子,p34a_kokusen_daiteisen_daikozan_teikaton.tt,3,新立屯~泡子,10416,70.2,122.25789,42.09893,0,,,,,
國線 大鄭線,五峰,p34a_kokusen_daiteisen_daikozan_teikaton.tt,3,泡子~彰武,14156,98.6,122.42076,42.2989,0,,,,,
國線 大鄭線,西家,p34a_kokusen_daiteisen_daikozan_teikaton.tt,2,彰武~章古臺,0,128.6,122.48986,42.53026,0,,,,,
國線 大鄭線,伊胡塔,p34a_kokusen_daiteisen_daikozan_teikaton.tt,2,甘旗卡~衙門□,297,197.8,122.23891,43.10555,0,,,,,
國線 大鄭線,巴胡塔,p34a_kokusen_daiteisen_daikozan_teikaton.tt,2,甘旗卡~衙門□,208,209.7,122.24048,43.21074,0,,,,,
國線 大鄭線,四平,p34b_kokusen_daiteisen_teikaton_daikozan.tt,1,extrap 鄭家屯,0,489.0,123.51873,43.49916,0,,,,,
國線 平梅線,蓮河,p35a_kokusen_heibaisen_shihei_renga.tt,2,東豐~梅河口,0,150.0,125.71216,42.58788,0,,,,,
國線 梅輯線,老營,p35g_kokusen_baishusen_baikako_manpo.tt,3,石湖~□柏,1698,353.1,126.3342,41.38138,1,老岭,1550539278,267,11,
國線 平齊線,偏家屯,p36a_kokusen_heiseisen_shihei_chichiharu.tt,4,曲家店~三江口,2073,53.4,123.8058,43.28361,0,,,,,
國線 平齊線,玻璃山,p36a_kokusen_heiseisen_shihei_chichiharu.tt,3,臥虎屯~茂林,2417,132.3,123.48094,43.81371,0,,,,,
國線 平齊線,三林,p36a_kokusen_heiseisen_shihei_chichiharu.tt,3,茂林~保康,1508,162.2,123.35483,44.04112,0,,,,,
國線 平齊線,金山,p36a_kokusen_heiseisen_shihei_chichiharu.tt,3,保康~大平川,558,179.1,123.30962,44.18896,0,,,,,
國線 平齊線,巨寶,p36a_kokusen_heiseisen_shihei_chichiharu.tt,3,保康~大平川,316,187.5,123.27464,44.2596,0,,,,,
國線 平齊線,邊昭,p36a_kokusen_heiseisen_shihei_chichiharu.tt,4,大平川~開通,2267,229.6,123.15622,44.58339,0,,,,,
國線 平齊線,溝興,p36a_kokusen_heiseisen_shihei_chichiharu.tt,4,開通~黑水,2613,272.8,123.03998,44.95076,0,,,,,
國線 平齊線,雙崗,p36a_kokusen_heiseisen_shihei_chichiharu.tt,4,開通~黑水,1632,288.5,122.95436,45.07377,0,,,,,
國線 平齊線,東屏,p36a_kokusen_heiseisen_shihei_chichiharu.tt,4,鎭東~坦途,326,415.5,123.25033,46.02686,0,,,,,
國線 京白線,萬寶山,p37b_kokusen_keihakusen_shinkyo_hakujoshi.tt,2,小合隆~□家,2424,35.2,125.19971,44.16257,1,开安,2375089448,118,18,
國線 京白線,柴崗,p37b_kokusen_keihakusen_shinkyo_hakujoshi.tt,2,農安~哈拉海,2183,80.6,125.11407,44.55624,0,,,,,
國線 京白線,木頭,p37b_kokusen_keihakusen_shinkyo_hakujoshi.tt,2,前郭旗~大賚城,3063,163.5,124.67487,45.16534,0,,,,,
國線 京白線,新廟,p37b_kokusen_keihakusen_shinkyo_hakujoshi.tt,2,前郭旗~大賚城,2880,177.6,124.59665,45.27415,0,,,,,
國線 京白線,八郞,p37b_kokusen_keihakusen_shinkyo_hakujoshi.tt,2,前郭旗~大賚城,5823,192.3,124.43614,45.32445,0,,,,,
國線 京白線,來圖,p37b_kokusen_keihakusen_shinkyo_hakujoshi.tt,2,安廣~舍力,2181,272.0,123.60342,45.55708,0,,,,,
國線 白阿線,平安鎭,p38a_kokusen_hakuasen_hakujoshi_arushan.tt,5,平臺~索格營,371,35.2,122.54229,45.75564,0,,,,,
國線 白阿線,湖南,p38a_kokusen_hakuasen_hakujoshi_arushan.tt,2,王爺廟~歸流河,1769,100.6,121.93344,46.14584,0,,,,,
國線 白阿線,哈拉黑,p38a_kokusen_hakuasen_hakujoshi_arushan.tt,2,歸流河~大石寨,19198,140.7,121.4641,46.22697,0,,,,,
國線 白阿線,牟汐臺,p38a_kokusen_hakuasen_hakujoshi_arushan.tt,2,五叉溝~白狼,1434,287.5,120.25914,46.83585,0,,,,,
國線 寧霍線,□峰,p38c_kokusen_neikakusen_neinen_kakuryumon.tt,1,嫩江~柏根里,0,258.2,125.25618,49.22678,0,,,,,
國線 寧霍線,圈泡,p38c_kokusen_neikakusen_neinen_kakuryumon.tt,1,柏根里~霍龍門,0,310.8,125.65893,49.52837,0,,,,,
國線 寧霍線,泥秋,p38c_kokusen_neikakusen_neinen_kakuryumon.tt,1,柏根里~霍龍門,0,327.2,125.74203,49.59828,1,座虎滩,1726959249,847,5,
國線 阿杜線,□丘,p38e_kokusen_atosen_arushan_tsururu.tt,1,伊爾施~杜魯爾,0,28.5,119.67749,47.32638,0,,,,,
國線 北黑線,訥謨爾,p39a_kokusen_hokkokusen_hokuan_kokka.tt,3,二龍山~龍鎭,3723,377.0,126.62025,48.52614,0,,,,,
國線 北黑線,尾山,p39a_kokusen_hokkokusen_hokuan_kokka.tt,3,龍鎭~龍門,2276,410.7,126.8121,48.72487,1,襄河,2344152228,2303,41,
國線 北黑線,腰嶺,p39a_kokusen_hokkokusen_hokuan_kokka.tt,0,no usable times,,,,,,,,,,
國線 北黑線,淸溪,p39a_kokusen_hokkokusen_hokuan_kokka.tt,3,辰淸~孫吳,6480,487.5,127.22076,49.25192,0,,,,,
國線 北黑線,璦琿,p39a_kokusen_hokkokusen_hokuan_kokka.tt,2,朝水~黃金子,5390,560.1,127.34404,49.82131,1,西岗子,6318780853,2031,49,
國線 北黑線,神武屯,p39a_kokusen_hokkokusen_hokuan_kokka.tt,2,黃金子~黑河,147,586.9,127.33249,50.04356,1,锦河,9129186243,603,3,
國線 虎林線,庄內,p39c_kokusen_korinsen_rinko_koto.tt,2,永安~黑臺,0,244.9,131.5214,45.36622,0,,,,,
國線 虎林線,迎春,p39c_kokusen_korinsen_rinko_koto.tt,3,湖北~寶東,954,348.4,132.54001,45.72762,0,,,,,
國線 虎林線,香鶴,p39c_kokusen_korinsen_rinko_koto.tt,2,extrap 虎林,908,385.7,132.99778,45.76413,0,,,,,
國線 虎林線,潤和,p39c_kokusen_korinsen_rinko_koto.tt,2,extrap 虎林,640,392.3,133.06106,45.79075,0,,,,,
國線 虎林線,水克,p39c_kokusen_korinsen_rinko_koto.tt,2,extrap 虎林,3252,401.2,133.15134,45.83361,0,,,,,
國線 虎林線,月牙,p39c_kokusen_korinsen_rinko_koto.tt,2,extrap 虎林,1314,411.2,133.26379,45.87279,0,,,,,
國線 虎林線,虎頭,p39c_kokusen_korinsen_rinko_koto.tt,2,extrap 虎林,1505,425.4,133.43246,45.91281,0,,,,,
國線 齊北線,郭家,p40a_kokusen_seihokusen_chichiharu_hokuan.tt,3,克山~克東,677,936.1,125.63433,47.94122,0,,,,,
國線 濱北線,馬家,p40c_kokusen_hinhokusen_harubin_hokuan.tt,1,呼蘭~沈家,0,41.1,126.68282,46.05244,0,,,,,
國線 濱北線,泥河,p40c_kokusen_hinhokusen_harubin_hokuan.tt,1,萬發屯~綏化,0,114.2,127.11647,46.56638,0,,,,,
國線 濱北線,趙家,p40c_kokusen_hinhokusen_harubin_hokuan.tt,1,海倫~海北,0,237.9,126.93567,47.53012,0,,,,,
國線 濱北線,楊家,p40c_kokusen_hinhokusen_harubin_hokuan.tt,1,通興~李家,0,275.6,126.74982,47.80123,0,,,,,
國線 濱北線,白家,p40c_kokusen_hinhokusen_harubin_hokuan.tt,1,通北~北安,0,316.7,126.68526,48.11789,0,,,,,
國線 濱北線,黑河,p40c_kokusen_hinhokusen_harubin_hokuan.tt,0,no usable times,,,,,,,,,,
國線 拉濱線,□崗,p42e_kokusen_rahinsen_sankaju_shinsan.tt,2,舒蘭~上營,312,198.5,127.00158,44.29793,0,,,,,
國線 拉濱線,小城,p42e_kokusen_rahinsen_sankaju_shinsan.tt,2,舒蘭~上營,364,215.3,127.16505,44.20783,0,,,,,
國線 拉濱線,馬鞍山,p42e_kokusen_rahinsen_sankaju_shinsan.tt,2,上營~新站,1243,242.3,127.30003,44.00926,0,,,,,
國線 拉濱線,六家子,p42e_kokusen_rahinsen_sankaju_shinsan.tt,2,上營~新站,1091,252.2,127.31184,43.93742,0,,,,,
國線 京濱線,哈拉哈,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,米沙子~布海,1682,50.3,125.56232,44.29289,0,,,,,
國線 京濱線,老少溝,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,達家溝~陶頼昭,3234,107.2,125.82688,44.74708,0,,,,,
國線 京濱線,松花江,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,達家溝~陶頼昭,4406,110.6,125.85837,44.76576,1,姚家,8436995001,1147,46,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,河山街,12376484636,61,2111,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,和兴路,2538010636,262,550,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,征仪路,12762263095,810,3926,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,学府路,8946262629,834,781,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,理工大学,2538010664,926,1506,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,河松街,12376484637,984,1792,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,西大桥,2538010666,1057,594,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,黑龙江大学,2538010671,1308,2304,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,王兆屯,2333085949,1436,3026,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,丁香公园,12376484635,1799,2840,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,哈工大,2538010643,1886,725,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,公路大桥,12376484639,1947,2229,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,体育公园,9284589738,2185,3743,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,上海街,12375784929,2718,2516,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,群力第五大道,9284589739,2890,3561,
國線 京濱線,顧鄉屯,p43a_kokusen_keihinsen_shinkyo_harubin.tt,5,王崗~哈爾濱,1345,238.7,126.58514,45.71896,16,铁路局,9296054758,2903,877,
國線 綏佳線,石尹,p44b_kokusen_suikasen_suika_shinju.tt,3,東津~慶城,2206,154.6,127.25992,46.7717,0,,,,,
國線 綏佳線,鐵驪,p44b_kokusen_suikasen_suika_shinju.tt,3,東津~慶城,3506,167.0,127.32863,46.85924,0,,,,,
國線 綏佳線,高老,p44b_kokusen_suikasen_suika_shinju.tt,3,慶城~田昇,3902,192.3,127.60985,46.9341,0,,,,,
國線 綏佳線,望河,p45b_kokusen_suikasen_shinju_renkoko.tt,2,神樹~小白,779,268.9,128.45591,46.97697,1,圣浪,2154670861,1500,42,
國線 綏佳線,□陽,p45b_kokusen_suikasen_shinju_renkoko.tt,2,南叉~晨明,0,369.7,129.41133,47.09452,0,,,,,
國線 綏佳線,涼臺,p45b_kokusen_suikasen_shinju_renkoko.tt,2,晨明~浩良河,540,397.0,129.5284,46.91043,1,威岭,7901797430,1620,0,
國線 綏佳線,老運,p45b_kokusen_suikasen_shinju_renkoko.tt,1,香蘭~湯原,0,444.0,129.78791,46.65285,0,,,,,
國線 綏佳線,鶴隆,p45b_kokusen_suikasen_shinju_renkoko.tt,2,湯原~望江,0,468.1,129.94851,46.8107,0,,,,,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,肿瘤医院,6622334817,322,3265,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,省医院,8414538208,349,1502,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,征仪路,12762263095,902,3652,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,省政府,7921695524,931,1647,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,会展中心,12761882124,1048,3560,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,旭升街,12756561967,1066,2386,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,王兆屯,2333085949,1246,4,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,香坊,2333085951,1277,1,yes
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,湘江路,12761897965,1291,2656,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,珠江路,9113148974,1519,2051,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,劳动公园,12756561966,1758,2178,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,公滨路,12762298489,1939,1363,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,油坊街,12762323724,2058,508,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,孙家,717572642,2084,2626,yes
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,进乡街,9293218187,2106,1582,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,黑龙江大学,2538010671,2135,3658,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,汽轮机厂,12756561965,2148,700,
國線 濱綏線,東香坊,p46a_kokusen_hinsuisen_harubin_suifunga.tt,1,哈爾濱~成高子,0,15.6,126.65897,45.72381,18,南直路,9024058911,2993,1981,
國線 濱綏線,沙利屯,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,成高子~阿城,2818,39.3,126.92288,45.63846,0,,,,,
國線 濱綏線,密蜂,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,帽兒山~鳥吉密,1560,119.9,127.64554,45.24852,0,,,,,
國線 濱綏線,小九,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,帽兒山~鳥吉密,3444,129.0,127.7486,45.26386,0,,,,,
國線 濱綏線,靑雲,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,葦河~亞布洛泥,6329,212.8,128.54379,44.92363,0,,,,,
國線 濱綏線,亮子河,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,亞布洛泥~横道河子,1461,231.1,128.75818,44.92014,0,,,,,
國線 濱綏線,冷山,p46a_kokusen_hinsuisen_harubin_suifunga.tt,2,亞布洛泥~横道河子,3357,241.8,128.86009,44.94559,0,,,,,
國線 濱綏線,高嶺子,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,亞布洛泥~横道河子,4486,258.7,128.92992,44.89269,1,虎峰,1603990147,955,12,
國線 濱綏線,道林,p46a_kokusen_hinsuisen_harubin_suifunga.tt,2,横道河子~山市,5989,287.3,129.04381,44.72283,0,,,,,
國線 濱綏線,馬橋河,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,下城子~細鱗河,232,469.1,130.57994,44.64199,0,,,,,
國線 濱綏線,太嶺,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,下城子~細鱗河,4383,494.9,130.68692,44.52358,0,,,,,
國線 濱綏線,綏西,p46a_kokusen_hinsuisen_harubin_suifunga.tt,3,細鱗河~綏陽,4864,519.5,130.85633,44.39405,0,,,,,
國線 濱綏線,河西,p46a_kokusen_hinsuisen_harubin_suifunga.tt,4,細鱗河~綏陽,3375,525.1,130.89932,44.4215,0,,,,,
國線 綏寧線,河西,p47b_kokusen_suineisen_kasei_tonei.tt,2,牡丹江~道河,4264,167.2,130.83939,44.37421,0,,,,,
國線 綏寧線,河東,p47b_kokusen_suineisen_kasei_tonei.tt,2,牡丹江~道河,829,177.1,130.81002,44.30801,0,,,,,
國線 綏寧線,紫陽,p47b_kokusen_suineisen_kasei_tonei.tt,2,牡丹江~道河,255,186.9,130.76126,44.24323,0,,,,,
國線 綏寧線,沙洞,p47b_kokusen_suineisen_kasei_tonei.tt,2,牡丹江~道河,2137,203.7,130.74936,44.14722,0,,,,,
國線 綏寧線,洞庭,p47b_kokusen_suineisen_kasei_tonei.tt,2,道河~東寧,2570,234.9,130.9463,44.00764,0,,,,,
國線 綏寧線,城子溝,p47b_kokusen_suineisen_kasei_tonei.tt,2,道河~東寧,909,250.9,131.1094,44.02134,1,暖泉,10836356812,2011,19,
滿洲國線 京圖線,河灣子,p48a_kokusen_keitosen_shinkyo_tomen.tt,6,土門嶺~樺皮廠,1016,85.0,126.1357,44.02245,0,,,,,
滿洲國線 京圖線,柳樹河,p48a_kokusen_keitosen_shinkyo_tomen.tt,3,葦塘~二道河,461,245.0,127.48932,43.6166,0,,,,,
滿洲國線 京圖線,老頭溝,p48a_kokusen_keitosen_shinkyo_tomen.tt,4,雅樹川~銅佛寺,2396,447.4,129.17641,42.88518,1,葆园,4628338193,1891,45,
滿洲國線 京圖線,水〓,p48a_kokusen_keitosen_shinkyo_tomen.tt,2,〓子〓~圖們,388,519.8,129.79362,42.99337,0,,,,,
國線 圖佳線,三道溝,p50a_kokusen_tokasen_tomen_jamusu.tt,5,石峴~汪淸,4016,190.3,129.76585,43.13961,0,,,,,
國線 圖佳線,新興,p50a_kokusen_tokasen_tomen_jamusu.tt,6,石峴~汪淸,16699,201.8,129.77979,43.22945,0,,,,,
國線 圖佳線,駱駝山,p50a_kokusen_tokasen_tomen_jamusu.tt,4,天橋嶺~春陽,986,264.9,129.56014,43.63323,0,,,,,
國線 圖佳線,老廟,p50a_kokusen_tokasen_tomen_jamusu.tt,4,春陽~老松嶺,1451,286.6,129.39361,43.75947,0,,,,,
國線 圖佳線,仙洞,p50a_kokusen_tokasen_tomen_jamusu.tt,5,五河林~七星,2774,454.6,129.8136,44.83905,1,朱家沟,1604842624,2694,4,
國線 圖佳線,八虎力,p50a_kokusen_tokasen_tomen_jamusu.tt,2,千振~彌榮,714,669.1,130.55504,46.19256,0,,,,,
國線 綏佳線（佳木斯・蓮江口間）・鶴岡線（蓮江口・鶴岡間）,鶴立,p52a_kokusen_suikasen_kakkousen_jamusu_tsurugaoka.tt,2,extrap 蓮江口,946,477.8,130.06327,46.84073,1,望江,9137876520,2176,8,yes
國線 綏佳線（佳木斯・蓮江口間）・鶴岡線（蓮江口・鶴岡間）,峻德,p52a_kokusen_suikasen_kakkousen_jamusu_tsurugaoka.tt,2,extrap 蓮江口,1712,465.5,129.94034,46.78828,0,,,,,
國線 綏佳線（佳木斯・蓮江口間）・鶴岡線（蓮江口・鶴岡間）,鶴岡,p52a_kokusen_suikasen_kakkousen_jamusu_tsurugaoka.tt,2,extrap 蓮江口,2609,451.2,129.87171,46.67577,0,,,,,
國線 朝開線,東盛湧,p52c_kokusen_chokaisen_choyosen_kamisanpo.tt,3,extrap 龍井,875,25.6,129.4911,42.80369,0,,,,,
國線 朝開線,八道河,p52c_kokusen_chokaisen_choyosen_kamisanpo.tt,3,extrap 龍井,4616,40.4,129.59376,42.7313,0,,,,,
國線 朝開線,國慶街,p52c_kokusen_chokaisen_choyosen_kamisanpo.tt,3,extrap 龍井,5666,48.1,129.65166,42.70907,0,,,,,
國線 朝開線,開山屯,p52c_kokusen_chokaisen_choyosen_kamisanpo.tt,3,extrap 龍井,3066,53.2,129.70541,42.69667,0,,,,,
國線 興寧線,新興,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,小汪淸,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,西大坡,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,十里坪,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,廟嶺,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,蒼林,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,荒溝,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,北荒□,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,金蒼,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,豆燒,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,狼溪,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,黑□,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,老黑山,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,羅圈,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,肚西,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,神洞,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,城子溝,p52i_kokusen_koneisen_shinko_tonei.tt,0,no usable times,,,,,,,,,,
國線 興寧線,圖們,p52j_kokusen_koneisen_tonei_tomen.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,訓戎,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,水灣,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,灰安,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,琿春,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,駱陀子,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,哈迷門,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,乾潯子,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,陽圖子,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,東廟嶺,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
其他 東滿洲會社線,磐石,p53i_tomanshu_kunju_banseki.tt,0,no usable times,,,,,,,,,,
