id,hanji,pinyin,romaji,kana,kind,lon,lat,confidence,source_type,source_url,valid_from,valid_to,alt_names,note,district,district_kanji,shu,short
tws103,路竹,Lùzhú,Rochiku,ろちく,station,120.26657,22.85376,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E8%B7%AF%E7%AB%B9%E9%A7%85,,,,,TwOkayama,岡山郡,Takao-shū,"A station in Okayama-gun (岡山郡), Takao-shū."
tws104,橋子頭,Qiáozǐtóu,,,station,120.31070,22.76046,unverified,,,,,,,TwOkayama,岡山郡,Takao-shū,"A station in Okayama-gun (岡山郡), Takao-shū."
tws105,岡山,Gāngshān,,,station,120.29683,22.79401,unverified,,,,,,,TwOkayama,岡山郡,Takao-shū,"A station in Okayama-gun (岡山郡), Takao-shū."
tws106,楠梓,Nánzǐ,Nanshi,なんし,station,120.32395,22.72692,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E6%A5%A0%E6%A2%93%E9%A7%85,,,,,TwOkayama,岡山郡,Takao-shū,"A station in Okayama-gun (岡山郡), Takao-shū."
tws107,舊城,Jiùchéng,,,yard,120.29495,22.67534,unverified,,,,,,,TwOkayama,岡山郡,Takao-shū,"A goods yard in Okayama-gun (岡山郡), Takao-shū."
tws108,屏東,Píngdōng,,,station,120.48603,22.66940,unverified,,,,,,"The end of the branch running east from Takao across the southern plain, in the sugar country. The line was pushed further south to Hōryō in 1941.",TwHeito,屏東郡,Takao-shū,"A station in Heitō-gun (屏東郡), Takao-shū."
tws109,六塊厝,Liùkuàicuò,Rokukaiseki,ろくかいせき,station,120.46489,22.66567,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E5%85%AD%E5%A1%8A%E5%8E%9D%E9%A7%85,,,,,TwHeito,屏東郡,Takao-shū,"A station in Heitō-gun (屏東郡), Takao-shū."
tws110,高雄,Gāoxióng,Takao,たかお,station,120.30254,22.63948,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E9%A7%85,,,,"The southern end of the trunk line, and a harbour made to receive it. This was a small anchorage at 打狗 when the railway arrived in 1900; the port was dredged and built out in stages from 1908, the town was renamed Takao in 1920, and by the 1930s it was the empire's main southern outlet for Taiwanese sugar, rice and bananas.",TwTakaoShi,高雄市,Takao-shū,"A station in Takao-shi (高雄市), Takao-shū."
tws111,鳳山,Fèngshān,Hōzan,ほうざん,station,120.35733,22.63134,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E9%B3%B3%E5%B1%B1%E9%A7%85,,,,,TwHozan,鳳山郡,Takao-shū,"A station in Hōzan-gun (鳳山郡), Takao-shū."
tws112,後庄,Hòuzhuāng,Kōshō,こうしょう,station,120.39117,22.64073,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E5%BE%8C%E5%BA%84%E9%A7%85,,,,,TwHozan,鳳山郡,Takao-shū,"A station in Hōzan-gun (鳳山郡), Takao-shū."
tws113,九曲堂,Jiǔqǔtáng,Kyūkyokudō,きゅうきょくどう,station,120.42147,22.65650,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E4%B9%9D%E6%9B%B2%E5%A0%82%E9%A7%85,,,,,TwHozan,鳳山郡,Takao-shū,"A station in Hōzan-gun (鳳山郡), Takao-shū."
tws114,竹田,Zhútián,,,station,120.53990,22.58592,unverified,,,,,,,TwChoshu,潮州郡,Takao-shū,"A station in Chōshū-gun (潮州郡), Takao-shū."
tws115,潮州,Cháozhōu,Chōshū,ちょうしゅう,station,120.53626,22.54985,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E6%BD%AE%E5%B7%9E%E9%A7%85,,,,,TwChoshu,潮州郡,Takao-shū,"A station in Chōshū-gun (潮州郡), Takao-shū."
tws116,溪州,Xīzhōu,,,yard,120.51194,22.49176,unverified,,,,,,,TwToko,東港郡,Takao-shū,"A goods yard in Tōkō-gun (東港郡), Takao-shū."
tws117,社邊,Shèbiān,,,station,120.51137,22.45851,unverified,,,,,,,TwToko,東港郡,Takao-shū,"A station in Tōkō-gun (東港郡), Takao-shū."
tws118,林邊,Línbiān,Rimben,りんべん,station,120.51512,22.43168,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E6%9E%97%E8%BE%BA%E9%A7%85,,,,,TwToko,東港郡,Takao-shū,"A station in Tōkō-gun (東港郡), Takao-shū."
tws119,佳冬,Jiādōng,Katō,かとう,station,120.54774,22.41382,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E4%BD%B3%E5%86%AC%E9%A7%85,,,,,TwToko,東港郡,Takao-shū,"A station in Tōkō-gun (東港郡), Takao-shū."
tws120,枋寮,Fāngliáo,Hōryō,ほうりょう,station,120.59531,22.36787,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E6%9E%8B%E5%AF%AE%E9%A7%85,,,,"The southern end of the western railway, reached in 1941. The line stopped here: the coast round the foot of the island carried no railway until the 1990s, so the two halves of Taiwan's network never met.",TwChoshu,潮州郡,Takao-shū,"A station in Chōshū-gun (潮州郡), Takao-shū."
tws121,西勢,Xīshì,Seisei,せいせい,station,120.52660,22.61632,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E8%A5%BF%E5%8B%A2%E9%A7%85,,,,,TwChoshu,潮州郡,Takao-shū,"A station in Chōshū-gun (潮州郡), Takao-shū."
tws122,二水,Èrshuǐ,Nisui,にすい,station,120.61830,23.81287,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E4%BA%8C%E6%B0%B4%E9%A7%85,,,,"The trunk-line junction for the Shūshū branch, built in 1922 to carry material up to the Sun Moon Lake hydroelectric scheme and kept afterwards as a local line.",TwInrin,員林郡,Taichū-shū,"A station in Inrin-gun (員林郡), Taichū-shū."
tws123,花壇,Huātán,Kadan,かだん,station,120.53706,24.02438,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%A3%87%E9%A7%85,,,,,TwShoka,彰化郡,Taichū-shū,"A station in Shōka-gun (彰化郡), Taichū-shū."
tws124,宜蘭,Yílán,Giran,ぎらん,station,121.75846,24.75462,verified,wikipedia_ja,https://ja.wikipedia.org/wiki/%E5%AE%9C%E8%98%AD%E9%A7%85,,,,"The seat of the Giran district, on the line from Hatto down the north-east coast to Suō, completed in 1924.",TwGiran,宜蘭郡,Taihoku-shū,"A station in Giran-gun (宜蘭郡), Taihoku-shū."
tws125,水返腳,Shuǐfǎnjiǎo,,,station,121.66268,25.06942,unverified,,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
tws126,,,Sekijōshi,,,121.95533,24.98375,verified,author,,,,,,TwGiran,宜蘭郡,Taihoku-shū,"A station in Giran-gun (宜蘭郡), Taihoku-shū."
tws127,,,Ōtei,,,121.94485,25.01521,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws128,,,Kōryosho,,,121.90703,25.02204,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws129,,,Chō-sōkei,,,121.86661,25.03909,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws130,,,Butankō,,,121.85054,25.05767,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws131,,,Sanshōrei,,,121.82036,25.06532,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws132,,,Ryūtanto,,,121.81155,25.10800,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws133,,,Taikōho,,,121.76225,25.10275,verified,author,,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws134,菁桐坑,Jīngtóngkēng,Seidōkō,,,121.72320,25.02413,verified,author,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
tws135,石底,Shídǐ,Sekitei,,,121.73876,25.02626,verified,author,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
tws136,嶺腳寮,Lǐngjiǎoliáo,Reikyakuryō,,,121.74784,25.03002,verified,author,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
tws137,十分寮,Shífēnliáo,Jippunryō,,,121.77449,25.04236,verified,author,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
tws138,鼻仔頭,Bízǎitóu,Bishitō,,,120.64240,23.79860,verified,author,,,,,,TwInrin,員林郡,Taichū-shū,"A station in Inrin-gun (員林郡), Taichū-shū."
tws139,濁水,Zhuóshuǐ,Dakusui,,,120.70459,23.83424,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws140,名間,Míngjiān,Nama,,,120.70159,23.83805,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws141,新街,Xīnjiē,Shingai,,,120.69103,23.87885,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws142,隘寮,Àiliáo,Airyō,,,120.75033,23.83507,verified,author,,,,,,TwNiitaka,新高郡,Taichū-shū,"A station in Niitaka-gun (新高郡), Taichū-shū."
tws143,集集,Jíjí,Shūshū,,,120.78490,23.82625,verified,author,,,,,,TwNiitaka,新高郡,Taichū-shū,"A station in Niitaka-gun (新高郡), Taichū-shū."
tws144,水裡坑,Shuǐlǐkēng,Suirikō,,,120.85313,23.81885,verified,author,,,,,"A station on the Shūshū branch, at the foot of the climb to Sun Moon Lake and the power houses built there — the works that made industrial electricity cheap in Taiwan in the 1930s.",TwNiitaka,新高郡,Taichū-shū,"A station in Niitaka-gun (新高郡), Taichū-shū."
tws145,外車埕,Wàichēchéng,Gaishatei,,,120.86902,23.85165,verified,author,,,,,,TwNiitaka,新高郡,Taichū-shū,"A station in Niitaka-gun (新高郡), Taichū-shū."
tws146,會社前,Huìshèqián,Kaisha-mae,,,120.68918,23.90450,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws147,南投,Nántóu,Nantō,,,120.68997,23.90980,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws148,半山,Bànshān,Hanzan,,,120.67940,23.92831,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws149,林庄,Línzhuāng,Rinshō,,,120.67382,23.93537,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws150,營盤口,Yíngpánkǒu,Eibankō,,,120.67150,23.94692,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws151,林子頭,Línzǐtóu,Rinshitō,,,120.68093,23.96473,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws152,草屯,Cǎotún,Sōton,,,120.68221,23.97885,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws153,新豐,Xīnfēng,Shinpō,,,120.68766,23.99352,verified,author,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws154,萬斗六,Wàndǒuliù,Mantōroku,,,120.69514,24.02165,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws155,六股,Liùgǔ,Rokkō,,,120.69104,24.04102,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws156,霧峰,Wùfēng,Muhō,,,120.69819,24.06565,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws157,北溝,Běigōu,Hokukō,,,120.70828,24.07782,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws158,塗城,Túchéng,Tojō,,,120.70926,24.08874,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws159,車籠埔,Chēlóngpǔ,Sharampo,,,120.72422,24.10667,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws160,太平,Tàipíng,Taihei,,,120.71409,24.12395,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws161,番子寮,Fānzǐliáo,Banshiryō,,,120.71622,24.09467,verified,author,,,,,,TwDaiton,大屯郡,Taichū-shū,"A station in Daiton-gun (大屯郡), Taichū-shū."
tws162,花蓮港,Huāliángǎng,Karenkō,,,121.61303,23.97185,verified,author,,,,,"The northern end of the east-coast line, which was a railway of its own: 762mm gauge, cut off from the trunk line by the central range, and reached from the rest of the island by sea. The line south to Taitō was completed in 1926.",TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws163,海岸,Hǎi'àn,Kaigan,,,121.60890,23.96465,verified,author,,,1941,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws164,東花蓮港,Dōnghuāliángǎng,Higashi-Karenkō,,,121.63563,23.99818,verified,author,,1939,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws165,臺東,Táidōng,Taitō,,,121.14741,22.75158,verified,author,,,,,"The southern end of the narrow-gauge line from Karenkō, completed in 1926. Nothing joined it to the trunk line on the other side of the mountains; the connection round the south coast was not built until 1991.",TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws166,馬蘭,Mǎlán,Baran,,,121.12892,22.76561,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws167,日奈敷,Rìnàifū,Hinanki,,,121.09277,22.80887,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws168,初鹿尾,Chūlùwěi,Hashikō,,,121.09273,22.85988,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws169,稻葉,Dàoyè,Inaba,,,121.12804,22.88084,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws170,鹿野,Lùyě,Shikano,,,121.13682,22.91201,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws171,大原,Dàyuán,Ōhara,,,121.15903,22.95555,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws172,大埔,Dàpǔ,Taiho,,,121.15373,22.98264,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws173,月野,Yuèyě,Tsukino,,,121.15080,23.01088,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws174,里壠,Lǐlǒng,Riran,,,121.16446,23.04657,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws175,新武呂,Xīnwǔlǚ,Shimburo,,,121.17687,23.10255,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws176,池上,Chíshàng,Ikegami,,,121.21947,23.12620,verified,author,,,,,,TwTaito,臺東廳,Taitō-chō,A station in Taitō-chō (臺東廳).
tws177,公埔,Gōngpǔ,Kōho,,,121.25025,23.18222,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws178,頭人埔,Tóurénpǔ,Tōjinpo,,,121.27804,23.22580,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws179,大庄,Dàzhuāng,Taishō,,,121.30699,23.27073,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws180,安通,Āntōng,Antsū,,,121.33366,23.30395,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws181,玉里,Yùlǐ,Tamazato,,,121.31135,23.33225,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws182,末廣,Mòguǎng,Suehiro,,,121.32641,23.38066,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws183,三笠,Sānlì,Mikasa,,,121.34490,23.42508,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws184,瑞穗,Ruìsuì,Mizuho,,,121.37677,23.49658,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws185,拔子,Bázǐ,Basshi,,,121.38016,23.58026,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws186,大和,Dàhé,Yamato,,,121.38960,23.60549,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws187,馬太鞍,Mǎtài'ān,Mataan,,,121.42086,23.66598,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws188,萬里橋,Wànlǐqiáo,Maribashi,,,121.41877,23.71170,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws189,鳳林,Fènglín,Hōrin,,,121.44642,23.74599,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws190,林田,Líntián,Hayashida,,,121.45785,23.78241,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws191,平林,Pínglín,Hirabayashi,,,121.45153,23.80300,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws192,溪口,Xīkǒu,Keikō,,,121.47299,23.81758,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws193,豐田,Fēngtián,Toyoda,,,121.49632,23.84857,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws194,壽,Shòu,Kotobuki,,,121.51105,23.86878,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws195,賀田,Hètián,Kada,,,121.52931,23.90767,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws196,池南,Chínán,Chinan,,,121.52071,23.88217,verified,author,,,,,"Not on 1944 map but on 1936 schedule, placed where settlement is today",TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws197,初音,Chūyīn,Hatsune,,,121.54533,23.94210,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws198,吉野,Jíyě,Yoshino,,,121.57322,23.96110,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws199,荳蘭,Dòulán,Tōran,,,121.59209,23.97392,verified,author,,,,,,TwKarenko,花蓮港廳,Karenkō-chō,A station in Karenkō-chō (花蓮港廳).
tws200,四腳亭,Sìjiǎotíng,Shikyakutei,しきゃくてい,station,121.76119,25.10288,verified,wikipedia,https://ja.wikipedia.org/wiki/四脚亭駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws201,瑞芳,Ruìfāng,,,station,121.80636,25.10875,unverified,wikipedia,https://ja.wikipedia.org/wiki/瑞芳駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws202,猴硐,Hóudòng,Kōdō,こうどう,station,121.82769,25.08722,verified,wikipedia,https://ja.wikipedia.org/wiki/侯硐駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws203,三貂嶺,Sāndiāolǐng,Sanchōrei,さんちょうれい,station,121.82264,25.06592,verified,wikipedia,https://ja.wikipedia.org/wiki/三貂嶺駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws204,武丹坑,Wǔdānkēng,Butankō,ぶたんこう,station,121.85189,25.05856,verified,wikipedia,https://ja.wikipedia.org/wiki/牡丹駅_(新北市),,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws205,頂雙溪,Dǐngshuāngxī,Chōsōkei,ちょうそうけい,station,121.86661,25.03878,verified,wikipedia,https://ja.wikipedia.org/wiki/双渓駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws206,貢寮庄,Gòngliáozhuāng,Kōryōshō,こうりょうしょう,station,121.90867,25.02206,verified,wikipedia,https://ja.wikipedia.org/wiki/貢寮駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws207,澳底,Àodǐ,Aozoko,あおぞこ,station,121.94486,25.01594,verified,wikipedia,https://ja.wikipedia.org/wiki/福隆駅,,,,,TwKirun,基隆郡,Taihoku-shū,"A station in Kīrun-gun (基隆郡), Taihoku-shū."
tws208,四結,Sìjié,,,halt,121.76277,24.78632,unverified,wikipedia,https://zh.wikipedia.org/wiki/四城車站,,,,,TwGiran,宜蘭郡,Taihoku-shū,"A halt in Giran-gun (宜蘭郡), Taihoku-shū."
tws209,鼻子頭,Bízitóu,,,station,120.62885,23.83188,unverified,timetable,,,,,,TwNanto,南投郡,Taichū-shū,"A station in Nantō-gun (南投郡), Taichū-shū."
tws210,竹北,Zhúběi,,,station,121.00437,24.83905,unverified,timetable,,,,,,TwShinchiku,新竹郡,Shinchiku-shū,"A station in Shinchiku-gun (新竹郡), Shinchiku-shū."
tws211,汐止,Xīzhǐ,,,station,121.65312,25.06429,unverified,timetable,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
tws212,后里,Hòulǐ,,,station,120.71173,24.30935,unverified,timetable,,,,,,TwToyohara,豐原郡,Taichū-shū,"A station in Toyohara-gun (豐原郡), Taichū-shū."
tws213,宮ノ下,,Miyanoshita,みやのした,station,121.50278,25.11667,inferred,timetable,,,,,,TwShichisei,七星郡,Taihoku-shū,"A station in Shichisei-gun (七星郡), Taihoku-shū."
